id,country,status,amount
42001,USA,pending,1151.847312473672
42002,Spain,pending,3970.451900462387
42003,Belgium,completed,3113.0986980786897
42004,Spain,pending,4520.6686731031305
42005,Italy,pwnding,4515.680265716761
42006,Spain,failed,961.8864270304268
42007,Belgium,completed,2550.346028772927
42008,Spain,pending,2147.330990602729
42009,Spain,compoletd,821.5292144659111
42010,Spain,failed,1928.0513308813836
42011,Germany,pending,1475.8636944956968
42012,Spain,pending,2938.700116183961
42013,Spain,pending,1330.2809307894906
42014,Sopain,pending,2635.3581277719536
42015,Spain,pending,3487.6540788086677
42016,Italy,compoletd,184.6359562794881
42017,United States of America,completed,2416.7761097458333
42018,Itakly,failed,2461.180244311795
42019,USA,pending,1489.9548318517457
42020,Sopain,fialed,2404.191065038139
42021,Spain,pwnding,600.7982362548713
42022,China,pending,2721.514356757987
42023,USA,pending,4185.835550903795
42024,Cvhina,pending,1638.2406693994926
42025,Itakly,failed,959.7844381298657
42026,Italy,completed,765.4058659078727
42027,China,pending,1761.0179915388046
42028,Sopain,completed,215.20813410024692
42029,Sopain,completed,712.8334001353868
42030,USA,failed,2670.099955360091
42031,Cvhina,pending,667.2651902185052
42032,Spain,completed,1877.7034509159112
42033,Spain,completed,4722.475470876582
42034,Italy,pending,1866.564882663211
42035,China,pending,4382.154996206759
42036,Italy,failed,270.7438502741986
42037,Italy,pwnding,3044.956850504771
42038,Spain,completed,3164.542526007805
42039,Spain,failed,4083.747197961819
42040,Belgium,pwnding,860.4428461808402
42041,Spain,pending,4282.532660821165
42042,Spain,completed,2619.377818718644
42043,USA,failed,4796.274415563455
42044,Spain,completed,964.382294972679
42045,Spain,completed,1340.1111929597284
42046,USA,completed,2369.803524551517
42047,Germqany,pending,2274.8506275812565
42048,Belgium,completed,4552.491696180701
42049,Italy,completed,730.8631501235625
42050,Italy,pwnding,2183.7693623325517
42051,USA,fialed,2787.8882516458507
42052,Spain,pending,4051.1555908825576
42053,China,pending,2384.907365059762
42054,Itakly,pending,649.2017942848663
42055,Germqany,pending,2873.863055005665
42056,Belgium,fialed,505.51773808319916
42057,Germany,pending,2317.863532626511
42058,Sopain,fialed,1863.6021318083071
42059,Belgium,completed,1691.38136286977
42060,Spain,failed,1581.8404731695184
42061,Belguiun,completed,659.6829118385408
42062,China,pwnding,1634.9922301232043
42063,Spain,pending,238.6130400507048
42064,Germany,pending,4316.847309723115
42065,Itakly,completed,3243.6494905147433
42066,Spain,failed,2538.5766493613983
42067,Belgium,pending,4165.463636399361
42068,Italy,completed,4865.5595103606065
42069,Spain,completed,2759.4483961877036
42070,Spain,completed,1785.6927325627469
42071,Spain,complete,4701.618979302918
42072,Spain,pending,2167.4801093354668
42073,United States of America,completed,3251.6949760142543
42074,Spain,completed,4106.264225468277
42075,Spain,pending,2991.2357448110897
42076,Spain,pending,3885.7707768466043
42077,Italy,pending,2885.170786108162
42078,Spain,pending,3235.1530756559127
42079,Germany,faoleid,1054.411376411028
42080,Belguiun,faoleid,2184.166088976416
42081,Spain,pending,585.0441212282374
42082,Spain,pending,3514.1521179458146
42083,Spain,completed,4162.338121436241
42084,Italy,pending,66.38724068158595
42085,Cvhina,completed,434.30436460080136
42086,USA,completed,1043.0016514668691
42087,Spain,complete,4063.4866524946656
42088,United States of America,compoletd,4438.620160587803
42089,Belguiun,pwnding,4965.435120300586
42090,USA,pending,4946.33850446854
42091,Spain,pending,1105.3888629123796
42092,Spain,failed,4643.790596963329
42093,Spain,pending,1215.4392442972676
42094,USA,completed,2908.4466572223982
42095,Spain,pending,2578.300668996988
42096,Italy,failed,4972.6675072860035
42097,Germqany,pending,1228.6681553957076
42098,USA,completed,3768.4387249132183
42099,Sopain,pwnding,2687.459517925635
42100,Belgium,completed,1925.0151412782543
42101,United States of America,pending,2351.4101596461205
42102,Italy,complete,1818.8687279804246
42103,Germqany,completed,3302.3132105618274
42104,Spain,pending,1291.6905060298527
42105,Spain,pwnding,1300.4131279536225
42106,Belgium,complete,462.18979064953675
42107,USA,completed,4719.6596451228415
42108,Spain,fialed,1658.1156358303058
42109,Spain,pending,2067.421206577731
42110,United States of America,pending,378.40737652705786
42111,Spain,pending,615.408459584238
42112,Spain,completed,888.0882454627462
42113,Spain,completed,3218.844321624671
42114,Italy,completed,717.1537514848358
42115,Spain,faoleid,3909.715780684052
42116,Spain,completed,380.40651026099016
42117,Spain,pending,2598.033112527157
42118,Germany,failed,4058.7743689435665
42119,USA,pending,693.6553165260115
42120,USA,completed,102.3769051591967
42121,Spain,fialed,4949.765716049553
42122,Spain,completed,2516.2375309958234
42123,Spain,completed,1380.2304750682913
42124,Spain,pending,4537.073566540538
42125,Itakly,completed,2938.5310472893907
42126,Sopain,completed,1734.105925910423
42127,Germqany,pwnding,1745.1393356694434
42128,Spain,pending,3946.945193660544
42129,Italy,completed,3123.441781019164
42130,Cvhina,fialed,4618.700621196409
42131,Spain,pending,4491.289547533677
42132,USA,pending,4218.252222474481
42133,Spain,completed,1923.2427996725303
42134,Spain,completed,2620.5585187675056
42135,Spain,faoleid,3155.367156423454
42136,Spain,completed,4923.077249865516
42137,Germqany,compoletd,2421.2047816656627
42138,Spain,pending,4311.208570238161
42139,USA,pending,222.52396958485824
42140,Spain,pending,2736.2227452789743
42141,Itakly,pending,4127.584152506222
42142,Spain,completed,3830.3270687929207
42143,Italy,completed,4868.738763344286
42144,Spain,completed,3189.635386972335
42145,Cvhina,pending,147.40787160744912
42146,Spain,complete,516.565411667971
42147,Spain,pending,2995.796155470279
42148,China,pending,630.7279205730614
42149,Spain,pending,3878.541969475717
42150,Spain,pending,337.6961914261218
42151,Belguiun,completed,3303.5266056602322
42152,Italy,pending,321.0284383146693
42153,Italy,compoletd,653.8972722231778
42154,Spain,failed,1663.517573648468
42155,Spain,completed,2085.3789073998923
42156,China,pending,2983.149494788747
42157,Belguiun,pending,4469.374594011933
42158,Italy,failed,979.6358345212932
42159,Germqany,completed,3994.443822304281
42160,USA,completed,2833.3330209649325
42161,Spain,failed,3462.7560929671527
42162,Spain,failed,350.55164281846316
42163,Belgium,completed,4351.8287033538845
42164,Spain,pending,527.0984218971035
42165,USA,faoleid,2515.4197693099813
42166,Italy,pending,597.1474644826651
42167,Italy,failed,2672.8979479004724
42168,Spain,pending,4377.29215271081
42169,Sopain,failed,3237.880342289744
42170,Spain,pending,1241.1317782777114
42171,Spain,failed,3409.259649280917
42172,Spain,completed,2392.7198695881843
