id,country,status,amount
7001,United States of America,pending,2682.5170973568024
7002,Spain,pending,3806.4487994928127
7003,Spain,completed,233.24288160912081
7004,Spain,fialed,4393.175230792563
7005,Belgium,completed,3474.540804334948
7006,Spain,completed,484.07416885609445
7007,Sopain,completed,4557.776771884462
7008,Spain,pending,3358.4494711149323
7009,Itakly,pending,1109.4511811724005
7010,Itakly,faoleid,3263.139082391155
7011,Spain,compoletd,2173.31309669903
7012,Spain,pending,665.3550920279125
7013,Spain,completed,3276.365890358883
7014,USA,completed,4726.4175101075725
7015,Italy,pending,83.09037758414695
7016,Belgium,complete,4887.835691066277
7017,USA,failed,2058.3221131352743
7018,Spain,completed,3225.7975558414946
7019,Itakly,pending,1414.6906448093773
7020,Belgium,pending,180.73556923927762
7021,Spain,pending,4680.953712948838
7022,Italy,pending,1405.6911479467205
7023,United States of America,pending,4837.019078522285
7024,Spain,pending,4479.539137634969
7025,China,pending,2373.8479986096268
7026,USA,completed,1509.70270972104
7027,Cvhina,pending,3826.5411127580915
7028,Itakly,pending,715.9847183873418
7029,Belgium,pending,385.4034725289142
7030,Spain,completed,1082.5106647454634
7031,Italy,completed,939.8721688273779
7032,Belgium,pendhing,2171.187217248229
7033,Spain,pending,202.87492207973642
7034,USA,pending,3516.7242906446195
7035,Belguiun,completed,676.5727050919942
7036,Italy,pwnding,3461.8808844126784
7037,Spain,pending,4890.882044049973
7038,Belgium,failed,4503.89282394982
7039,Spain,pending,760.8551421915232
7040,USA,pendhing,3574.489813780432
7041,Italy,pending,1694.1646339968518
7042,USA,completed,1191.896872725164
7043,USA,completed,4215.174376529835
7044,Spain,pending,4642.249896213812
7045,Spain,pending,3210.1683319725694
7046,Spain,pwnding,2187.805707398454
7047,Italy,failed,4703.976269805866
7048,Italy,completed,4144.709155339087
7049,Spain,complete,4649.868046629574
7050,Spain,completed,1611.7337968439917
7051,Germqany,pending,4075.939320997187
7052,Spain,pending,1048.7081131561893
7053,Sopain,failed,2144.9831465752345
7054,Italy,pendhing,4304.138871721384
7055,Belgium,pending,533.8315911897232
7056,Italy,completed,4550.26721041609
7057,Spain,pending,1031.126759144574
7058,Spain,completed,3508.783839192501
7059,China,failed,678.9632402886077
7060,Italy,pwnding,1974.0123130317156
7061,Spain,completed,1178.7160684496669
7062,Germany,completed,1303.306725185369
7063,Belgium,fialed,3099.6410341214496
7064,Spain,pending,2746.955993297908
7065,USA,pending,4342.768363177471
7066,Spain,pending,207.68120796808412
7067,Spain,completed,4813.091209658895
7068,Cvhina,completed,2434.3874078252884
7069,Spain,completed,779.2266133022281
7070,United States of America,completed,215.86984263990257
7071,Spain,pending,1835.6776562062746
7072,Germany,completed,4267.485868588393
7073,Germqany,complete,3500.693534989676
7074,Belguiun,faoleid,602.3100088994278
7075,Spain,pending,2192.8333731844505
7076,Italy,completed,4161.977537617866
7077,Spain,completed,2530.747539964187
7078,Spain,compoletd,3818.4094798110114
7079,USA,completed,2007.0311265098874
7080,Spain,failed,1678.3802832094318
7081,Spain,completed,3629.639109298785
7082,Germqany,compoletd,264.16709152184274
7083,China,completed,3290.1620592122968
7084,Italy,completed,4278.36418155157
7085,Spain,pendhing,4854.825183605935
7086,Italy,pwnding,2746.8663218765087
7087,Cvhina,pending,1841.4100124903987
7088,Italy,completed,4125.914954633301
7089,USA,failed,1343.8169287063076
7090,Spain,completed,3182.5703468524757
7091,Sopain,completed,3022.8441914333644
7092,Spain,pending,3134.6228373361223
7093,USA,pending,2086.2926677146297
7094,Spain,completed,347.009282213786
7095,Spain,pending,4767.504997233842
7096,Sopain,completed,2673.321256339969
7097,Italy,completed,1684.7978659633827
7098,Spain,completed,319.6850985312129
7099,United States of America,completed,3307.4892459878115
7100,Spain,complete,679.6567448317943
7101,Spain,pending,3222.9140626839817
7102,Germany,completed,1617.1273808118444
7103,Spain,faoleid,4653.166084936981
7104,Italy,failed,4898.575651676187
7105,Spain,completed,835.4383592397002
7106,Germany,pending,3669.456536534463
7107,Spain,completed,900.9633813831787
7108,Spain,pending,1360.0664986215193
7109,Spain,completed,2656.1170259408414
7110,USA,pending,2230.325216534143
7111,Itakly,completed,3696.5824069114747
7112,USA,completed,3421.179731584322
7113,USA,pending,277.7575918721336
7114,Spain,pending,2419.89276530211
7115,Itakly,pending,2426.7038933000254
7116,Spain,compoletd,3875.022353711093
7117,Spain,fialed,2807.224476232278
7118,Germqany,pending,3415.8347533079505
7119,Italy,pending,932.4156213915124
