id,country,status,amount
30001,Spain,completed,1426.2630085328485
30002,China,pending,2461.925910051471
30003,China,completed,3845.821743066793
30004,Spain,pending,317.4033372346972
30005,Sopain,completed,3953.8614440967835
30006,Spain,failed,1370.0209054718362
30007,Spain,completed,3461.206589709636
30008,Spain,pwnding,2583.922681127008
30009,Spain,pending,778.7563944226613
30010,Spain,failed,1577.0663491618166
30011,Spain,pending,1481.4019056346133
30012,Spain,failed,3629.2089174952685
30013,Spain,completed,253.07068367469492
30014,Belguiun,pwnding,3472.295328407351
30015,Belguiun,completed,4576.935184195072
30016,Spain,pending,1574.501375452123
30017,Spain,completed,1084.0001837793675
30018,Spain,pendhing,1548.9014025892166
30019,Belgium,completed,303.7501137118635
30020,Spain,compoletd,1661.3132172727533
30021,Spain,failed,3165.5723657013323
30022,Italy,completed,440.54183345563797
30023,Spain,pending,2501.36911788291
30024,Germqany,completed,447.48428549182285
30025,Cvhina,failed,3595.574753911455
30026,Spain,pending,4790.988777401129
30027,USA,pwnding,4445.403056627039
30028,Sopain,completed,463.7893802033019
30029,Cvhina,complete,2397.2854852766545
30030,Germany,pending,228.0627405798497
30031,Germany,completed,2279.675302163255
30032,Spain,pending,2163.2119740169965
30033,Spain,completed,82.6534088398057
30034,Cvhina,completed,443.3694540752138
30035,Belguiun,fialed,245.7535286493761
30036,Italy,pending,1999.2242267173433
30037,Italy,pending,4942.359714590574
30038,Belguiun,completed,4349.380976319423
30039,United States of America,pending,4512.426265834871
30040,USA,pending,1309.3298760451344
30041,Belgium,fialed,150.96361562162207
30042,Spain,completed,3622.0353116823317
30043,Spain,pending,4214.601573029577
30044,China,completed,3990.939560112379
30045,Germany,pwnding,2377.565065954397
30046,Spain,pending,4994.240254910946
30047,Spain,pending,1086.350137036177
30048,Cvhina,failed,4368.567891295655
30049,Spain,completed,230.005899851678
30050,USA,completed,1445.0925420249525
30051,Belgium,pending,4465.261447259994
30052,Belguiun,pending,2610.650256770065
30053,Spain,completed,2926.1396374569217
30054,Sopain,fialed,1233.9155008992952
30055,Spain,pending,3565.3278021575798
30056,USA,completed,2236.7780428947267
30057,USA,pending,4152.3060091818
30058,Belgium,pending,655.1762404591374
30059,Germany,completed,4032.397430624839
30060,Germqany,failed,1607.3415630138156
30061,China,pending,4656.539920079925
30062,Spain,complete,2998.5194719656306
30063,Sopain,faoleid,4381.714646528133
30064,Italy,pendhing,2017.5874746302434
30065,China,pwnding,4852.527680431999
30066,Cvhina,completed,4077.3077407166606
30067,Spain,pending,2404.9332854188065
30068,Belgium,pending,108.78031535133174
30069,Sopain,completed,808.3649626961403
30070,Spain,completed,4011.3010749783443
30071,Spain,completed,787.3872838285215
30072,Spain,fialed,2196.885205451353
30073,Italy,pending,4837.927803167453
30074,Germany,pwnding,4997.048540777749
30075,Spain,completed,4755.488305396974
30076,Belgium,completed,1240.8508125561825
30077,Germany,failed,486.41518275450113
30078,USA,pwnding,1748.6044053485389
30079,Spain,compoletd,3662.899057823623
30080,USA,completed,2478.864857429708
30081,Spain,pendhing,3510.711235233824
30082,Belguiun,complete,2909.1532645220946
30083,Spain,pending,1627.6547298616676
30084,Belgium,pending,1591.7236546883155
30085,Spain,pending,2195.969776445899
30086,Spain,pending,2802.1168267260578
30087,USA,failed,4606.90903457036
30088,Germqany,pending,3325.0876832948793
30089,USA,completed,2110.8571375754386
30090,United States of America,failed,2022.382202786212
30091,Spain,failed,149.8264747217107
30092,Spain,pending,779.0170469056471
30093,Spain,failed,2809.535587676398
30094,Sopain,failed,2894.5740469113894
30095,Spain,pending,3562.030236621924
30096,Belgium,completed,4581.66392985881
30097,Spain,completed,3412.935825475961
30098,Spain,pending,3223.5562721299807
30099,Sopain,pending,2362.1564322052777
30100,Spain,pending,2160.6733167038897
30101,Germany,completed,3093.0425141561605
30102,Spain,pending,3912.074840602095
30103,Germany,failed,1420.4054897489289
30104,Spain,compoletd,3603.1473336378076
30105,Italy,failed,3017.151818372109
30106,Itakly,completed,2140.9960550234846
30107,Spain,completed,562.7301535544074
30108,Germqany,completed,4654.407102668955
30109,Itakly,completed,1471.0738108821017
30110,Italy,complete,1714.9677396512184
30111,Spain,failed,4734.507357677162
30112,China,pending,1519.7028731463577
30113,Spain,completed,4073.2961194916024
30114,Cvhina,pending,2457.100173428465
30115,Spain,completed,1327.6091032277548
30116,Cvhina,completed,4008.788157947966
30117,Spain,pending,2233.0582924745354
30118,Spain,completed,2634.095257185422
30119,Belgium,pending,4356.744798199628
30120,Germany,pending,402.2064029020436
30121,Sopain,completed,1231.2220553702155
30122,United States of America,pending,4794.856852377506
30123,Italy,completed,4114.539612929777
30124,Spain,pending,4640.554063124459
30125,United States of America,pending,2218.0845890675105
30126,Belgium,pending,991.5766575459522
30127,USA,pending,3880.2682075322864
30128,United States of America,pending,710.0713471043479
30129,Sopain,completed,2589.89108925982
30130,Germqany,pending,1961.9172246946928
30131,Cvhina,pendhing,463.3326581668501
