id,country,status,amount
39001,United States of America,pending,57.84166489228504
39002,Spain,failed,4695.194199747131
39003,Germqany,completed,2558.369760014278
39004,Spain,pending,826.2061107777666
39005,Italy,failed,3723.2912494332145
39006,Spain,completed,893.5780395921606
39007,Germqany,pending,1998.2141340737303
39008,Italy,completed,3642.8861531416746
39009,Germany,pending,2542.4956811393504
39010,Spain,pending,106.08704351842869
39011,China,pending,2516.860478546708
39012,Spain,pending,4600.730786395849
39013,United States of America,failed,2492.161136238639
39014,Sopain,completed,76.049257193433
39015,China,pending,2310.3171918653366
39016,Spain,completed,217.59662397137996
39017,Spain,failed,583.608986288988
39018,Spain,completed,2014.1622644086096
39019,Belgium,pwnding,1627.1696793877013
39020,Spain,faoleid,1868.173050304617
39021,Spain,pending,2297.161287385475
39022,Sopain,fialed,2687.1815275450153
39023,Germqany,pending,4602.8324015605685
39024,USA,pending,4026.206259505915
39025,Spain,completed,4616.62344803594
39026,China,pending,4982.05373965217
39027,United States of America,pending,2662.5669832876924
39028,Spain,failed,3434.133911099446
39029,Germany,fialed,3615.9271165997257
39030,Spain,pending,2163.4738954160325
39031,Germany,completed,4486.107983334654
39032,USA,pwnding,2550.4661768123974
39033,Spain,pending,3445.430157833988
39034,Spain,completed,516.2312783290702
39035,Italy,pending,2597.7605372332414
39036,Spain,fialed,3633.311888124671
39037,Spain,completed,1651.533304153596
39038,Cvhina,pending,1239.7806646592899
39039,Germany,failed,4064.774412029157
39040,USA,pending,1466.3514160947916
39041,Spain,faoleid,3637.8191539487907
39042,Spain,failed,4471.559966289938
39043,Spain,completed,765.3205424822528
39044,Germany,pending,184.87080845255238
39045,Cvhina,pending,2056.4457262029887
39046,China,pending,223.87450430567077
39047,Spain,completed,2613.060108779921
39048,Belgium,pending,4771.229154165649
39049,Spain,pwnding,1931.5598065254035
39050,Spain,pending,4192.4051969450675
39051,Belguiun,completed,4750.0125870232805
39052,Germqany,pending,3126.709705043247
39053,Spain,pending,4084.7384957010386
39054,Spain,pending,1051.3644959515652
39055,Germany,pending,497.281316723162
39056,Spain,failed,2507.359614023523
39057,Belgium,pending,2918.8309226431215
39058,Germqany,pending,3332.6847715358067
39059,Spain,completed,3643.739703349755
39060,Spain,completed,3334.6671817761144
39061,Cvhina,fialed,4303.755739823066
39062,Spain,fialed,1856.873264172651
39063,Spain,completed,4249.352290852462
39064,Italy,fialed,1157.993853629591
39065,Sopain,pending,3322.200460238994
39066,Spain,pending,1104.3689528081413
39067,Spain,failed,2991.78691825508
39068,Spain,pending,3976.2546973986414
39069,Spain,completed,3001.202544394731
39070,Spain,pending,2701.399645542429
39071,Spain,completed,4404.941557936166
39072,Belgium,pending,741.900162244936
39073,Spain,pending,3873.4838964589035
39074,Belgium,pending,2842.956611225341
39075,Germqany,pending,3445.6527423717134
39076,Spain,pwnding,3593.057315825556
39077,Belguiun,failed,845.235567598069
39078,Spain,failed,3937.498875149369
39079,Spain,completed,1595.356394492093
39080,Italy,pending,432.2072008568391
39081,Sopain,failed,2112.2914432432967
39082,USA,completed,4083.3790795175696
39083,Spain,completed,3415.4266135481766
39084,Spain,pending,3125.4253613104574
39085,Spain,pending,4185.648383963731
39086,Spain,pendhing,2132.176756643773
39087,Spain,completed,3814.1676102671818
39088,Belguiun,completed,2101.078631290854
39089,Spain,completed,372.598099238039
39090,Germqany,completed,1616.2479706680479
39091,Belguiun,pending,3124.293704478112
39092,Spain,pending,667.5527872801526
39093,Belgium,completed,174.64041084586609
39094,USA,completed,2618.2578214063947
39095,Belguiun,completed,3503.661056736587
39096,Spain,failed,1722.3140390057267
39097,Germqany,pwnding,4742.918306033121
39098,Germqany,pending,1387.7444098432304
39099,Cvhina,pending,978.9820714933361
39100,Germqany,failed,1378.9159228522967
39101,China,completed,3419.9301483970967
39102,Spain,pending,490.5531564369798
39103,Belgium,fialed,323.83400513820686
39104,Spain,complete,1898.347512467776
39105,Germany,pending,3889.6082210615623
39106,Spain,fialed,2760.6251012659563
39107,China,pending,251.4563005780938
39108,Spain,complete,3361.2354872475876
39109,Itakly,failed,1528.9569351020905
39110,Spain,completed,4027.4293463707345
39111,Spain,pending,878.2971516793649
39112,Italy,pending,1175.2630749983048
39113,Spain,completed,244.28108021368394
39114,Spain,completed,3302.875787350288
39115,Sopain,completed,1559.2020748419607
39116,Spain,pendhing,3113.811380775102
39117,China,completed,4560.7182309119535
39118,Belgium,pending,1730.8355000475976
39119,Spain,pending,843.4147742733276
39120,Spain,completed,1635.0261712677827
39121,Belguiun,pending,4585.600940879536
39122,Spain,pending,1850.8723423102203
39123,Spain,pending,2455.7869705756357
39124,Spain,pending,3685.414193441921
39125,Italy,pendhing,3251.0718436382194
39126,USA,pending,1256.0961607590145
39127,Italy,pending,2235.6695933343576
39128,Cvhina,pendhing,2633.3121711697922
39129,Spain,failed,3262.6608184449565
39130,USA,faoleid,3393.553948841646
39131,Spain,failed,4298.332866097187
39132,Germqany,completed,4702.684364898816
39133,Spain,completed,1089.9143847643716
39134,Sopain,compoletd,4939.495365093764
39135,China,failed,1418.9498934787098
39136,Italy,completed,2811.827138672541
39137,USA,failed,2029.6785335855539
39138,Spain,pending,3901.0149013984164
39139,United States of America,pending,2322.213437852436
39140,China,fialed,3615.465655132075
39141,Spain,pending,866.2029180644519
39142,Spain,pending,3278.901560412897
