id,country,status,amount
21001,Italy,completed,1334.5177274931873
21002,China,pending,2077.2570194532204
21003,Sopain,failed,280.74295181033256
21004,Italy,pending,135.2091976335687
21005,United States of America,pending,4093.848426882794
21006,Belguiun,pendhing,2323.7788482036763
21007,Germqany,completed,2059.3208607899332
21008,Spain,pending,4098.311373321292
21009,United States of America,failed,635.6075574288831
21010,USA,pending,4131.514448478458
21011,USA,completed,3925.7298617421498
21012,USA,pending,3257.1371331693845
21013,Germany,pendhing,1654.882151791943
21014,Sopain,pending,2601.627542156855
21015,China,pending,1569.2352482468907
21016,Spain,pending,4083.8911977325
21017,Cvhina,pendhing,4899.95479250688
21018,Spain,failed,781.5697277933435
21019,USA,completed,3268.8827045118956
21020,China,pending,207.31055031329294
21021,Spain,pending,2507.587514900174
21022,Belgium,fialed,1337.217757802774
21023,Spain,completed,1435.277040056559
21024,Belgium,pending,877.3657695465637
21025,Spain,pending,4133.418125285198
21026,Germany,pending,2111.4780840847457
21027,Spain,pending,4330.583708223856
21028,Sopain,pending,1642.1242209053398
21029,Italy,completed,1896.7203576598185
21030,Spain,pending,1045.3487622794096
21031,Germqany,completed,4894.936915925076
21032,Spain,failed,4689.028266628734
21033,Spain,completed,796.7550177691244
21034,USA,pending,1233.408103124089
21035,Italy,pending,4520.51646371339
21036,Italy,failed,1311.039412021202
21037,Spain,completed,4624.382699589861
21038,USA,completed,4841.619099547435
21039,Italy,faoleid,1980.3695788243529
21040,Spain,pending,880.2232036206525
21041,Spain,completed,3964.041195666162
21042,USA,pending,160.9848571785994
21043,USA,completed,3166.1925308407567
21044,Spain,pending,4419.289911704677
21045,Germany,pending,501.8701852951849
21046,Spain,pendhing,379.7476195959691
21047,China,completed,3116.835252673828
21048,Cvhina,failed,1614.966056673736
21049,Italy,pending,4231.950734697056
21050,Spain,pending,2775.9663278027465
21051,Spain,pending,1981.5143122141772
21052,Germqany,pending,4703.764657248037
21053,Spain,completed,2728.2587091789746
21054,Spain,pending,427.57916257530354
21055,Spain,pwnding,949.2587521776014
21056,China,fialed,4254.03975314543
21057,USA,failed,3031.1010148873997
21058,Itakly,pending,4841.32283020522
21059,Spain,completed,2737.3642323425174
21060,Spain,pending,3870.2379935984864
21061,Italy,pending,2668.1525668182626
21062,Belgium,pending,275.9926670729943
21063,USA,pending,4971.631976274721
21064,United States of America,failed,1952.1140244883454
21065,Germany,pending,2674.792221137346
21066,Spain,completed,4629.777650051826
21067,Cvhina,completed,1050.9137047320537
21068,Germany,pending,3930.093500451173
21069,Spain,pending,1430.455725725648
21070,Itakly,completed,1985.6721622403086
21071,United States of America,pending,664.5410994535007
21072,Sopain,pending,2028.7009765227556
21073,Spain,compoletd,511.0454075888821
21074,Sopain,completed,717.0908400037874
21075,USA,completed,2635.200752903382
21076,Italy,completed,3965.8976453552136
21077,Spain,completed,294.4136643307083
21078,Spain,completed,1820.1407558440978
21079,Spain,pending,4156.857535081772
21080,Spain,pending,606.196049996117
21081,Spain,pwnding,1902.3674752522193
21082,Italy,pending,3432.037646161068
21083,China,completed,789.302631097007
21084,Spain,compoletd,2793.8860998729588
21085,Spain,failed,2446.5724303459165
21086,Spain,pending,964.8368265236825
21087,Spain,completed,4128.444112579942
21088,China,completed,1258.5307140486725
21089,Belgium,completed,1794.2408143637936
21090,Spain,pwnding,2930.691812616279
21091,Spain,pending,2490.2100170791964
21092,Spain,pending,2961.9855067201106
21093,Germany,pending,4234.944224826158
21094,USA,fialed,2641.0400772141884
21095,USA,pending,1886.8494434303834
